Puzzle Difficulty,Elapsed Time (ns)
0.346,97003
0.210,69818006
0.210,612948
0.333,107354
0.210,9712402
0.210,1143232
0.210,5059529
0.210,6452467
0.210,5969153
0.210,7889366
0.210,65548238
0.210,2425918
0.210,33107351
0.210,7873735
0.210,13419427
0.210,4169287
0.210,3676633
0.210,5310697
0.210,14592518
0.210,3274607
0.346,106892
0.210,154468929
0.284,108383
0.321,387538
0.210,864078
0.358,65816
0.210,859745
0.210,147386761
0.309,364527
0.358,56684
0.210,10002369
0.210,46328949
0.370,180087
0.284,629161
0.321,141994
0.370,167399
0.296,126570
0.296,1921941
0.346,80875
0.210,236836
0.210,216501
0.210,746294
0.210,737211
0.210,371247
0.210,300103
0.210,370982
0.210,301322
0.210,83088254
0.321,34388
0.333,471578
0.346,441011
0.346,94758
0.346,114776
0.346,47670
0.346,111730
0.321,70683
0.210,109702711
0.210,162230627
0.210,68229384
0.210,96860430
0.346,43263
0.383,63175
0.346,215441
0.210,587963
0.284,116099
0.309,58751
0.210,60225674
0.321,76920
0.321,99259
0.296,568267
0.284,441935
0.346,86470
0.321,200004
0.210,859520
0.210,1143294
0.210,30051252
0.210,52616641
0.210,3812589
0.346,222315
0.309,218637
0.210,11760940
0.210,50401400
0.210,1563520
0.210,1891628
0.296,76512
0.370,87757
0.309,126074
0.346,308970
0.210,616196
0.333,192372
0.370,202434
0.210,44239713
0.296,85758
0.358,133149
0.210,36672831
0.210,43875373
0.346,105206
0.210,5493096
0.333,87540
0.210,806393
0.210,3487703
0.210,15816347
0.321,34110
0.346,64126
0.210,38299829
0.309,142956
0.309,182288
0.333,160712
0.210,49135696
0.321,314759
0.321,79152
0.210,3926891
0.296,56260
0.210,59014886
0.333,62322
0.210,12672929
0.210,12106125
0.210,15623101
0.210,36245570
0.210,195962
0.210,18318344
0.210,1342007
0.346,196499
0.383,225808
0.370,203358
0.296,950716
0.346,388861
0.210,3709759
0.346,75044
0.321,394837
0.321,274894
0.210,3618266
0.346,108561
0.210,142445998
0.210,118320315
0.358,44902
0.370,60145
0.309,174342
0.284,2513832
0.284,213517
0.333,79367
0.296,81135
0.383,58301
0.321,459502
0.346,92526
0.346,133409
0.358,113913
0.296,79729
0.333,105501
0.210,809934
0.210,5993236
0.210,2234054
0.296,63329
0.370,52096
0.309,140583
0.333,132084
0.309,61830
0.210,10938719
0.210,53748781
0.210,43788143
0.210,27862345
0.210,27289119
0.296,361741
0.210,6133942
0.370,79868
0.358,265904
0.210,27272012
0.210,25143579
0.210,35654520
0.210,27246702
0.210,31802547
0.210,35790983
0.210,35068310
0.210,1237152
0.210,70087991
0.210,26004472
0.210,48220049
0.210,68257044
0.210,218534398
0.210,69973860
0.210,81276672
0.210,42910830
0.210,61700141
0.210,378962
0.210,37198153
0.333,82557
0.210,112897565
0.210,633914
0.210,814572
0.210,1230178
0.210,175636
0.210,6988869
0.210,5206129
0.210,144809
0.210,168848
0.210,109188185
0.383,220529
0.210,22659839
0.210,25478610
0.210,81088392
0.210,17481505
0.210,25516116
0.210,1897713
0.346,331597
0.346,101389
0.210,6412046
0.210,12544076
0.210,4813810
0.210,4961364
0.210,4843126
0.210,76852417
0.210,75792655
0.210,964813
0.210,2592686
0.358,81918
0.210,259067
0.210,34976216
0.210,10185849
0.210,12471954
0.321,287762
0.210,5760846
0.210,18094088
0.210,18264047
0.210,127727
0.210,873109
0.210,5590303
0.370,114047
0.210,59632169
0.210,25282444
0.210,31375319
0.210,80337749
0.210,7400379
0.210,43354530
0.210,24865508
0.210,27085021
0.210,13478391
0.210,3501075
0.296,391390
0.210,27034397
0.210,3457104
0.370,137385
0.210,901882
0.210,19304437
0.210,94459637
0.210,294167
0.210,44685142
0.321,464518
0.321,211187
0.309,206086
0.210,7982109
0.210,1161042
0.210,21274575
0.210,26109125
0.210,26576247
0.333,127082
0.370,74407
0.370,95502
0.210,1885727
0.321,360153
0.210,41359190
0.210,299559
0.210,5571805
0.210,1596483
0.210,2380324
0.210,3246233
0.210,14521301
0.210,408729
0.321,214591
0.321,133431
0.210,4002987
0.210,15540637
0.210,65811735
0.309,152764
0.358,86886
0.346,139143
0.333,128896
0.333,196637
0.296,141032
0.321,419593
0.346,108126
0.346,81355
0.346,96416
0.210,74198648
0.296,235883
0.333,259306
0.370,134729
0.309,83586
0.321,184917
0.296,162616
0.370,335829
0.346,88678
0.296,140461
0.346,135928
0.346,78152
0.346,183356
0.358,205940
0.210,317463
0.296,326815
0.296,145125
0.210,2494613
0.210,1990813
0.346,97990
0.346,45540
0.346,54172
0.383,28867
0.333,38894
0.346,69450
0.321,130923
0.210,84129840
0.210,103754853
0.321,106181
0.210,67668751
0.210,1223171
0.333,127216
0.346,91022
0.309,54533
0.321,129285
0.358,92188
0.333,149197
0.346,93921
0.210,1010748
0.210,12085580
0.210,2869752
0.296,181356
0.333,51432
0.296,47868
0.333,140101
0.210,17121628
0.210,1363797
0.321,120809
0.358,58403
0.309,2343316
0.309,107041
0.210,24785890
0.210,25526213
0.210,2330636
0.210,63405642
0.210,80207014
0.210,2222931
0.210,384282
0.210,50888700
0.210,3398897
0.210,1570222
0.210,7947979
0.284,1304166
0.346,127188
0.370,159354
0.321,79819
0.346,154360
0.333,600989
0.358,73703
0.210,306049
0.309,98627
0.296,167396
0.284,61135
0.210,7960261
0.284,394622
0.210,554983
0.210,592434
0.210,9347834
0.210,6495301
0.284,126029
0.309,506148
0.346,411212
0.210,22638903
0.333,249169
0.333,102159
0.333,150097
0.210,6964768
0.346,111706
0.284,213105
0.210,1135451
0.210,7984403
0.321,564343
0.210,7059784
0.333,509258
0.333,189950
0.296,229188
0.333,224838
0.210,427046
0.210,1020058
0.210,3311369
0.210,43551048
0.210,569296
0.358,60903
0.210,71803257
0.296,126599
0.346,120952
0.210,8712916
0.210,660536
0.358,83361
0.346,237965
0.284,262570
0.333,71563
0.346,55981
0.284,111446
0.333,105962
0.346,163692
0.210,11614400
0.210,27952175
0.210,368583
0.370,164947
0.296,4484260
0.210,1985459
0.309,705171
0.210,6688760
0.210,6880472
0.210,299467
0.333,101909
0.210,4056629
0.210,9371365
0.346,160238
0.333,249969
0.210,2925229
0.296,166642
0.284,127071
0.210,2125631
0.346,109677
0.210,2242996
0.210,979859
0.333,88466
0.210,163707792
0.309,96197
0.210,15325037
0.210,11536968
0.210,321845
0.210,18878062
0.383,361080
0.210,2743149
0.358,157297
0.210,1927701
0.333,222420
0.333,247301
0.296,163069
0.210,17264665
0.210,1857383
0.210,18117155
0.210,17848082
0.210,24195487
0.210,17341094
0.321,85742
0.210,746830
0.321,209688
0.210,11866866
0.210,17810074
0.346,107288
0.210,73584552
0.210,66887201
0.210,38188312
0.210,66415206
0.210,98695418
0.321,27519
0.333,87112
0.210,11083377
0.321,169944
0.210,466798
0.346,70169
0.210,51864405
0.210,48225995
0.210,136508794
0.321,91936
0.321,175036
0.210,701920
0.210,22061054
0.210,8839649
0.210,31732193
0.210,206794055
0.210,866744
0.210,8154921
0.210,63858324
0.210,42810693
0.210,4605042
0.210,81215964
0.210,72111137
0.210,8146765
0.284,110888
0.358,111065
0.309,175812
0.210,1476290
0.210,686616
0.210,1204359
0.210,2196231
0.321,44263
0.346,39743
0.383,39120
0.210,246617504
0.333,123283
0.309,187612
0.321,150803
0.333,105594
0.309,97718
0.346,159511
0.346,49719
0.272,4591351
0.210,1340247
0.210,249296
0.210,436940
0.210,16215017
0.210,3514935
0.210,2578997
0.210,35812707
0.210,1021105
0.210,12218370
0.210,546213
0.210,519118
0.210,22336799
0.210,93392283
0.210,103410178
0.210,16267687
0.210,18596134
0.296,268271
0.346,105957
0.370,1663038
0.370,274736
0.370,289012
0.321,224326
0.321,77500
0.210,4498935
0.210,9884010
0.370,160051
0.210,1645538
0.210,1504089
0.210,3632274
0.346,194295
0.321,204110
0.210,617146
0.210,7909255
0.210,7261118
0.370,453466
0.333,212497
0.383,69264
0.346,124270
0.210,376081
0.210,923380
0.210,73357445
0.210,19995554
0.210,45994444
0.210,42661717
0.210,2628058
0.210,2607294
0.210,2118842
0.210,44866062
0.321,56808
0.358,149154
0.346,74027
0.346,75845
0.346,81870
0.346,55765
0.210,510919
0.370,182273
0.210,841509
0.210,571003
0.210,994908
0.346,105982
0.321,78598
0.309,1091301
0.296,1385644
0.284,603567
0.210,5859156
0.358,78633
0.321,192315
0.210,1331814
0.346,127227
0.284,266588
0.210,573736
0.333,104487
0.309,92589
0.346,85954
0.210,10092983
0.346,77406
0.333,105672
0.321,93075
0.358,36203
0.346,32052
0.284,227627
0.210,6267748
0.346,114416
0.210,3858309
0.210,809539
0.309,583339
0.333,135982
0.420,100724
0.210,10548990
0.333,322675
0.333,92538
0.321,144564
0.210,901865
0.346,200414
0.321,208733
0.284,129058
0.370,117392
0.346,236330
0.358,106449
0.370,119661
0.333,207449
0.370,81273
0.296,148485
0.321,71857
0.321,66665
0.309,76141
0.210,1875476
0.346,96883
0.210,4108730
0.309,446000
0.210,39422088
0.370,94198
0.309,96717
0.284,83408
0.370,112479
0.210,1339310
0.210,1051027
0.333,91228
0.333,120435
0.210,9763844
0.296,101852
0.210,17659166
0.358,35047
0.333,139065
0.210,14565311
0.284,140296
0.296,861948
0.370,182926
0.346,58140
0.210,374988
0.333,149351
0.210,21591842
0.358,190721
0.210,738564
0.346,257681
0.370,219452
0.210,64348727
0.210,41079583
0.210,40346176
0.296,194747
0.346,90298
0.296,223975
0.284,456952
0.296,167369
0.284,148306
0.296,132380
0.321,116912
0.321,95181
0.346,107846
0.333,169009
0.333,72863
0.210,35714777
0.210,64446077
0.210,12595786
0.210,786582
0.210,74513422
0.210,10039441
0.210,11689314
0.210,19762687
0.210,20818741
0.210,111960639
0.210,22928812
0.210,61387786
0.210,5234153
0.296,80437
0.284,260245
0.296,32897
0.296,61549
0.284,118680
0.210,2549738
0.210,31632070
0.210,32597193
0.210,4743177
0.210,1744544
0.210,7666452
0.210,15919692
0.210,42512493
0.210,22686731
0.210,22941543
0.210,1417749
0.210,2820289
0.210,9510620
0.210,10708551
0.210,3962230
0.210,1493728
0.333,253270
0.210,1355837
0.346,184527
0.346,86008
0.210,4462240
0.210,58642826
0.210,2441794
0.210,7272633
0.210,6055543
0.333,118125
0.321,98420
0.210,66364673
0.210,16412831
0.346,92727
0.333,291012
0.321,203077
0.210,22989413
0.346,81117
0.284,296168
0.210,217176
0.210,193275
0.210,383825
0.210,44596690
0.210,45072769
0.333,29278
0.210,50357974
0.333,49494
0.321,114884
0.210,194288
0.346,85150
0.210,44553838
0.210,3966798
0.210,1269537
0.210,146114
0.210,1909553
0.210,180744
0.210,1254626
0.296,186214
0.210,7362347
0.210,1605383
0.210,146977
0.284,68894
0.321,149619
0.210,2404748
0.321,130599
0.346,46049
0.210,539006
0.210,94929519
0.333,468879
0.370,32021
0.210,309578
0.346,160934
0.346,119469
0.309,169593
0.296,211628
0.210,34340365
0.210,66615897
0.210,44534715
0.210,43096549
0.210,48251478
0.210,51924994
0.346,66361
0.284,81206
0.358,103730
0.358,147216
0.358,313058
0.333,86325
0.284,593059
0.358,210198
0.346,105993
0.284,66117
0.321,155655
0.321,240165
0.309,102622
0.346,1911224
0.346,122004
0.321,99216
0.321,48733
0.346,76639
0.358,129259
0.346,78536
0.210,3989640
0.210,2308362
0.210,1935343
0.210,27593076
0.321,56157
0.210,2894376
0.210,56757289
0.210,109023572
0.210,51056711
0.333,43648
0.296,66605
0.309,145178
0.210,42633853
0.210,26929638
0.321,530034
0.358,218404
0.309,246348
0.333,212555
0.210,660479
0.210,55502140
0.210,618932
0.210,36717857
0.333,75973
0.333,113880
0.296,226117
0.210,1231985
0.210,2165099
0.210,382822
0.210,376756
0.370,92658
0.210,69395830
0.210,3907307
0.210,53286882
0.321,138419
0.210,81010106
0.358,26307
0.210,9070233
0.296,199671
0.333,107137
0.210,68794113
0.210,55432147
0.358,304449
0.210,27793871
0.296,232834
0.346,68570
0.321,156433
0.284,628460
0.370,114103
0.210,5346176
0.309,235623
0.210,20124926
0.321,124134
0.210,18225992
0.210,30613024
0.210,25850028
0.370,50239
0.321,950940
0.346,417378
0.210,95413836
0.346,75122
0.210,21567466
0.210,32156830
0.210,45002885
0.210,35784984
0.210,37521839
0.210,46101615
0.296,633547
0.333,849880
0.370,105860
0.210,10690501
0.321,165726
0.210,11399001
0.210,1662518
0.210,1729692
0.210,1662754
0.210,10282437
0.210,374958
0.210,6032819
0.210,568317
0.321,143794
0.210,12377251
0.210,12225609
0.333,263680
0.321,93193
0.210,2165012
0.210,1542644
0.346,76147
0.210,69181931
0.321,66704
0.333,75048
0.370,29949
0.210,885681
0.210,17308290
0.210,5389497
0.210,3824292
0.210,1605333
0.321,38086
0.333,154096
0.210,27490956
0.210,344120
0.210,2431930
0.210,3550538
0.210,11925482
0.370,173200
0.358,69507
0.210,19986076
0.210,28711961
0.210,754344
0.370,128969
0.210,69916196
0.210,1504388
0.346,50125
0.321,66620
0.383,116170
0.210,88038909
0.358,90885
0.210,1524993
0.321,54772
0.210,314285
0.210,26992574
0.358,223188
0.346,52838
0.210,627803
0.210,1729641
0.210,1203402
0.210,1291246
0.210,546386
0.210,551884
0.210,3139491
0.210,2362459
0.210,732209
0.210,799207
0.210,1188710
0.210,149508
0.210,1117555
0.210,582832
0.210,184178
0.370,176386
0.210,76343433
0.358,103640
0.296,162837
0.296,72763
0.210,1869582
0.210,6155082
0.210,2022608
0.370,62551
0.346,248759
0.346,77778
0.296,703418
0.210,431231
0.210,9757605
0.210,1987414
0.346,84230
0.358,132550
0.210,441799
0.210,2626214
0.210,1122147
0.210,3569135
0.210,15828315
0.210,15423808
0.210,9194726
0.333,104877
0.210,3839199
0.210,23808548
0.210,52317704
0.210,60661548
0.346,46245
0.321,414721
0.346,113808
0.210,322739
0.210,277366
0.284,180422
0.210,1572614
0.210,503605
0.210,1610783
0.210,494227
0.210,11220517
0.210,188258255
0.210,108722321
0.210,38339130
0.210,20027282
0.210,206431
0.346,151186
0.333,258138
0.346,86893
0.321,681820
0.210,9572890
0.346,199755
0.321,156137
0.370,76494
0.370,546724
0.210,4281382
0.370,101332
0.210,16123293
0.346,92975
0.210,40627243
0.210,42048363
0.210,1213453
0.321,206246
0.333,35844
0.296,154192
0.358,53409
0.358,37593
0.346,29869
0.321,43280
0.284,66294
0.358,106493
0.296,1510967
0.210,940095
0.296,36764
0.296,158667
0.321,51306
0.370,84695
0.346,39281
0.309,232190
0.346,32384
0.370,29746
0.309,85037
0.333,83160
0.321,51252
0.210,926759
0.210,23774057
0.210,2119261
0.210,3790883
0.210,3206759
0.296,126340
0.210,2901696
0.210,2528854
0.210,135151
0.210,3036042
0.210,168743
0.210,1853248
0.321,280875
0.210,5065644
0.210,7051593
0.210,4454322
0.210,1709737
0.370,844544
0.210,11608570
0.358,113064
0.370,142532
0.370,162805
0.346,77762
0.210,2009305
0.346,86324
0.309,59321
0.210,163412955
0.210,69136261
0.370,254813
0.370,51626
0.333,187630
0.210,7110488
0.321,127135
0.321,90466
0.321,254818
0.333,54635
0.333,37357
0.210,539854
0.346,138016
0.210,892824
0.210,31604100
0.370,144074
0.346,88168
0.284,1076500
0.346,133549
0.370,112784
0.210,63141179
0.321,92978
0.210,24653958
0.309,139706
0.210,7272758
0.333,108214
0.296,66172
0.346,97084
0.358,144268
0.358,40392
0.346,126812
0.333,70549
0.358,51916
0.296,471937
0.358,459694
0.370,139569
0.210,2326991
0.210,38548826
0.333,75299
0.210,33371026
0.321,76515
0.346,439037
0.346,137122
0.346,56742
0.333,332628
0.296,152611
0.296,417882
0.321,111929
0.296,2063227
0.210,1846982
0.370,150336
0.321,162531
0.370,101533
0.309,315651
0.284,127793
0.321,325864
0.210,2563345
0.210,106489
0.210,194049
0.210,1233082
0.346,382277
0.210,1398095
0.210,2484028
0.210,124707
0.210,95476
0.358,125304
0.370,225789
0.321,151546
0.210,139541
0.346,95842
0.296,190017
0.210,3351728
0.383,126849
0.358,129932
0.296,86203
0.309,486551
0.333,429973
0.210,85957279
0.210,2677625
0.210,1041490
0.210,530434
0.346,62065
0.284,60688
0.210,1449589
0.210,797384
0.210,1284837
0.370,116863
0.358,71042
0.210,5236104
0.321,44423
0.321,35489
0.210,46447988
0.210,22860656
0.210,99385618
0.210,763185
0.346,76649
0.395,90419
0.333,360488
0.321,112645
0.321,102493
0.346,59889
0.321,405323
0.333,148608
0.210,47964752
0.210,2959146
0.210,4684566
0.210,1977803
0.210,4570519
0.346,157766
0.296,84507
0.346,269264
0.333,117680
0.346,119379
0.333,90718
0.296,216019
0.321,686074
0.296,477901
0.346,80433
0.370,98590
0.309,127912
0.383,84867
0.321,118885
0.296,77386
0.210,3060912
0.346,79167
0.333,68279
0.296,316199
0.358,59900
0.333,280001
0.284,544764
0.296,67324
0.210,322775
0.358,166892
0.210,10125207
0.210,20527885
0.210,14322055
0.210,25772467
0.210,1432032
0.210,10520126
0.210,1865129
0.321,108977
0.333,81246
0.210,2277873
0.210,350555
0.210,730622
0.346,336278
0.210,20849867
0.210,1369474
0.210,682879
0.210,58818610
0.358,105132
0.284,557940
0.321,184537
0.346,85682
0.210,82022
0.210,838331
0.333,84384
0.333,107298
0.321,402436
0.210,131414226
0.210,76806601
0.210,2303368
0.210,15037154
0.210,290190
0.210,35388964
0.210,22900900
0.284,233151
0.321,218110
0.210,43751702
0.210,14250845
0.321,142617
0.210,95173717
0.210,5484204
0.210,423948
0.346,82259
0.210,37684285
0.210,41073162
0.210,56509161
0.309,1101362
0.210,233701
0.210,4474035
0.210,6834181
0.210,14181872
0.210,149281402
0.210,14553072
0.210,1404761
0.210,183291
0.210,20772781
0.333,131924
0.210,6746721
0.358,187499
0.210,15665244
0.210,50395472
0.210,1111618
0.210,859219
0.210,4617139
0.210,2786784
0.370,71165
0.210,4657930
0.284,377566
0.210,2441717
0.259,356981
0.210,38776648
0.346,107209
0.358,99765
0.210,23720032
0.309,114876
0.210,285778
0.210,5187131
0.210,1797052
0.210,41591723
0.210,3559084
0.210,360326
0.210,7782799
0.210,6457354
0.210,12931475
0.210,68746284
0.333,122632
0.333,97777
0.346,133679
0.370,147808
0.321,112578
0.346,88575
0.358,82778
0.346,76547
0.346,146777
0.309,146336
0.358,135233
0.210,33836500
0.210,16603089
0.210,15529097
0.296,194895
0.346,140136
0.358,145890
0.321,442916
0.358,103039
0.210,7779359
0.296,274067
0.309,263730
0.321,91323
0.358,98031
0.358,142680
0.346,83715
0.284,473149
0.210,2970282
0.210,8194282
0.210,2448395
0.346,277808
0.358,173233
0.321,234575
0.346,230560
0.346,122854
0.346,179255
0.210,3587963
0.309,196397
0.210,37409178
0.321,941633
0.321,773384
0.395,146413
0.309,129437
0.321,70409
0.309,327336
0.210,104029921
0.210,3359761
0.210,93918417
0.210,116255742
0.210,124595287
0.210,8414952
0.210,12975793
0.210,20666453
0.333,248503
0.210,5432091
0.210,86021814
0.210,1655327
0.210,1842089
0.321,290728
0.210,761522
0.321,617850
0.358,75839
0.210,2817844
0.210,1336734
0.210,351679
0.210,205251
0.309,103206
0.284,92897
0.333,57844
0.210,1266179
0.210,780289
0.210,871095
0.210,944869
0.210,1217056
0.210,1069376
0.210,3450841
0.210,3873505
0.210,6678529
0.210,4613561
0.272,1303157
0.296,426935
0.321,147715
0.210,1181541
0.210,6771284
0.210,284552
0.296,929342
0.210,4173770
0.358,69329
0.358,111421
0.321,251121
0.210,252336
0.210,5703798
0.210,1453775
0.272,655346
0.272,537956
0.210,2222545
0.370,76487
0.296,62076
0.333,104192
0.333,54459
0.210,12488299
0.210,2370059
0.321,223797
0.210,21746345
0.358,530153
0.296,796953
0.210,49724005
0.210,110984585
0.210,1054485
0.321,205069
0.333,59372
0.309,361441
0.210,5877332
0.346,118406
0.210,528982
0.296,131257
0.346,61413
0.309,394987
0.333,167015
0.210,497083
0.370,104010
0.333,61795
0.210,2553982
0.296,127435
0.358,108916
0.321,73085
0.210,1693020
0.346,156002
0.210,35549984
0.210,13642916
0.210,164438
0.333,71203
0.210,435452
0.346,738029
0.284,1784184
0.321,103624
0.284,310950
0.346,61745
0.210,12363198
0.333,307875
0.333,389783
0.296,213378
0.333,490253
0.210,21361547
0.210,13083522
0.210,1686692
0.210,787514
0.210,955805
0.259,312974
0.210,40673225
0.210,19312747
0.210,75275577
0.370,297400
0.321,79422
0.346,53132
0.210,1287471
0.210,4345883
0.210,1651893
0.210,92728641
0.321,90848
0.210,1167407
0.210,8284499
0.210,5590811
0.296,84219
0.358,78226
0.333,124897
0.210,1605086
0.210,1969596
0.383,85296
0.210,104995
0.210,4782511
0.346,79818
0.346,100766
0.210,64784454
0.210,3716865
0.309,390266
0.210,2435602
0.210,9086338
0.210,5476299
0.210,525688
0.210,1469120
0.210,415469
0.210,716187
0.210,592505
0.333,212422
0.210,169790
0.210,461244
0.210,17715720
0.210,22654728
0.210,53285165
0.284,406675
0.210,5869882
0.210,205367
0.210,1786872
0.210,45631799
0.210,61142269
0.333,118246
0.210,522490
0.210,1825101
0.210,145629
0.210,829738
0.210,1733918
0.210,540323
0.210,106110
0.296,103704
0.210,6765162
0.210,45286152
0.346,105188
0.210,3707935
0.210,9168226
0.210,33426201
0.210,3908748
0.210,6387349
0.210,2599233
0.210,5773558
0.210,9545220
0.321,660879
0.210,12165819
0.210,26649288
0.210,2237101
0.210,3523612
0.210,101637
0.333,323590
0.210,258758
0.210,2482844
0.333,188103
0.358,37514
0.210,5129034
0.210,4431986
0.210,2812306
0.210,8739043
0.210,22181672
0.210,1718277
0.210,37349616
0.210,1473602
0.210,22392113
0.259,19977649
0.210,54258182
0.210,7097258
0.210,447923
0.321,156358
0.210,61231990
0.210,214656
0.210,679230
0.284,234292
0.210,94990366
0.358,26901
0.210,4495246
0.309,55477
0.210,1366902
0.333,84341
0.333,50239
0.346,58330
0.370,32916
0.333,33163
0.210,6994553
0.346,49839
0.210,976673
0.309,211756
0.309,197204
0.321,105038
0.296,151283
0.210,32708859
0.333,130853
0.346,238197
0.210,27001083
0.346,104098
0.346,90850
0.346,60904
0.210,22146431
0.346,142662
0.346,214592
0.333,232763
0.210,3952175
0.210,14951145
0.210,2039890
0.346,207829
0.210,6610557
0.210,3376123
0.210,11307128
0.210,3660472
0.210,8078390
0.210,1425204
0.210,1574142
0.210,2961882
0.210,407995
0.358,105563
0.333,84213
0.321,331226
0.333,153204
0.370,157539
0.210,20451669
0.321,654224
0.321,129344
0.210,73955593
0.210,28149672
0.370,633562
0.370,1553918
0.210,8588976
0.333,70024
0.210,36152478
0.358,64283
0.210,27995648
0.210,15830955
0.309,111986
0.346,135111
0.370,115099
0.370,171544
0.370,156202
0.296,490759
0.370,654700
0.321,220439
0.346,69869
0.272,107608
0.333,90874
0.210,4580357
0.296,84817
0.333,55610
0.210,4098896
0.210,14053489
0.210,33099127
0.210,955572
0.210,4046482
0.346,341499
0.210,2796022
0.210,5000964
0.333,390054
0.321,216485
0.210,2727330
0.210,606289
0.210,3374832
0.210,2591696
0.210,4379559
0.346,142808
0.210,837567
0.296,130528
0.358,212197
0.333,62503
0.309,127336
0.210,190580
0.210,2238736
0.210,23537099
0.346,281062
0.210,8941488
0.383,74929
0.346,90011
0.321,106140
0.210,456298
0.210,760558
0.358,78419
0.358,111860
0.210,704270
0.210,3917242
0.333,70973
0.296,105354
0.210,37082900
0.358,69753
0.358,139890
0.333,62590
0.321,234584
0.333,111535
0.346,85063
0.383,102944
0.321,105243
0.321,763128
0.210,364382
0.210,217995
0.210,2904263
0.346,71030
0.358,56263
0.346,168263
0.210,251186
0.210,1661089
0.210,214371
0.321,79015
0.358,197873
0.296,100832
0.321,70892
0.370,84286
0.333,108582
0.210,426108
0.210,407082
0.370,83810
0.210,2982518
0.321,105346
0.321,361177
0.383,93811
0.210,2127418
0.210,4335478
0.370,83943
0.210,24500852
0.296,82924
0.321,131721
0.210,664693
0.210,488606
0.296,6385518
0.210,10651750
0.210,6590760
0.210,13700417
0.210,7234949
0.210,10018680
0.333,164812
0.358,119522
0.210,88497
0.333,60965
0.358,110167
0.383,78796
0.210,60624370
0.321,385614
0.321,82163
0.333,51070
0.358,38589
0.210,2977729
0.321,615282
0.321,97248
0.333,153584
0.296,58072
0.284,81293
0.284,3286834
0.296,199873
0.296,103724
0.346,241628
0.284,327406
0.346,83086
0.296,93069
0.333,110928
0.346,511535
0.346,386491
0.321,75530
0.210,961363
0.210,1049323
0.210,4983512
0.346,83970
0.309,265499
0.210,971956
0.210,3248412
0.210,7798285
0.210,14455307
0.210,11325339
0.210,10816189
0.346,359435
0.346,137359
0.284,147091
0.321,69104
0.346,130939
0.333,89873
0.333,80700
0.358,65061
0.210,22553582
0.346,91951
0.210,49629164
0.210,6969992
0.210,21714541
0.210,31617089
0.333,115039
0.284,99553
0.383,98587
0.210,99202
0.210,9464170
0.210,392262
0.210,20230508
0.210,18286026
0.210,16771245
0.210,1601708
0.296,93596
0.321,423446
0.210,14754823
0.333,235879
0.210,297375
0.210,110628262
0.210,6410572
0.210,15889853
0.210,95036
0.210,39329028
0.210,24344780
0.210,3283331
0.210,41119935
0.210,10123813
0.210,14330712
0.210,1725468
0.210,1781533
0.272,210856
0.210,132681
0.210,29503639
0.210,3473544
0.321,94059
0.210,6349918
0.210,43154958
0.333,81450
0.210,7518485
0.210,252962
0.210,5154506
0.370,153724
0.210,4234330
0.210,79299273
0.210,59958492
0.210,1804817
0.370,90063
0.296,696771
0.210,7497222
0.333,819878
0.333,204763
0.321,129517
0.210,2145274
0.210,190775
0.210,18645695
0.210,19514008
0.284,11491379
0.210,3178588
0.210,4034053
0.346,85632
0.210,3569309
0.210,3046471
0.210,4930260
0.309,111195
0.210,1748618
0.358,92704
0.358,271799
0.346,114127
0.210,645872
0.333,532925
0.284,126884
0.210,1269234
0.210,27046807
0.321,319014
0.210,12890131
0.210,16044189
0.210,72962836
0.210,53370994
0.210,7477329
0.210,2069662
0.296,170779
0.321,160029
0.296,124337
0.210,132140416
0.296,210480
0.346,184526
0.358,75020
0.370,69249
0.370,93911
0.346,62307
0.210,102363836
0.296,144777
0.321,420553
0.346,72959
0.210,2260898
0.346,128029
0.321,153299
0.309,341522
0.358,182116
0.346,39155
0.358,70357
0.346,36007
0.296,155614
0.284,60511
0.346,91796
0.370,80859
0.309,82395
0.358,55456
0.346,34478
0.210,43774827
0.210,28983376
0.210,2163630
0.210,7798008
0.210,1949244
0.210,1126953
0.321,394336
0.346,119680
0.210,4319858
0.346,98370
0.370,89233
0.210,17079750
0.358,101332
0.210,2482148
0.210,3386644
0.210,3004912
0.333,72664
0.210,176565
0.210,12558318
0.210,82393057
0.284,219532
0.321,136097
0.309,182813
0.210,2189530
0.333,59236
0.210,1910893
0.210,1090240
0.210,422252
0.210,561106
0.210,14498986
0.346,72984
0.210,15382804
0.210,15954225
0.296,190530
0.210,67827836
0.321,136739
0.333,110188
0.370,38951
0.284,743547
0.210,669632
0.210,513061
0.210,942304
0.309,257249
0.210,5485384
0.210,5508688
0.210,732517
0.210,916375
0.210,2012371
0.333,77374
0.321,77391
0.321,44568
0.210,712733
0.309,67990
0.210,2341737
0.210,1188644
0.333,47857
0.210,21854579
0.210,25069156
0.321,251271
0.210,9353182
0.321,102162
0.210,37465941
0.346,109600
0.210,6809475
0.321,310645
0.346,68574
0.210,179703
0.333,74327
0.210,4492663
0.309,93356
0.309,765123
0.333,109948
0.358,72117
0.210,9142868
0.210,65043848
0.210,68785327
0.210,77651025
0.210,3278072
0.210,909503
0.346,366698
0.210,105247374
0.210,105633664
0.210,22654180
0.346,113624
0.346,34628
0.358,56898
0.210,116999431
0.210,112574310
0.333,177485
0.210,32225865
0.358,336459
0.333,111792
0.210,652350
0.210,59979040
0.210,22898551
0.210,8010298
0.210,4934671
0.210,5562916
0.210,4207730
